"animal_ID","collar_ID","lat","long","time_utc","time_lmt","dat_time"
"ER_E_27",15450,49.02428,-96.47739,"2019-02-26 3:08","2019-02-26 0:38",2019-02-26 03:08:00
"ER_E_27",15450,49.02427,-96.47757,"2019-02-26 4:00","2019-02-26 1:30",2019-02-26 04:00:00
"ER_E_27",15450,49.01925,-96.48059,"2019-02-26 8:00","2019-02-26 5:30",2019-02-26 08:00:00
"ER_E_27",15450,49.0185,-96.48004,"2019-02-26 9:07","2019-02-26 6:37",2019-02-26 09:07:00
"ER_E_27",15450,49.01852,-96.48005,"2019-02-26 12:00","2019-02-26 9:30",2019-02-26 12:00:00
"ER_E_27",15450,49.01966,-96.47907,"2019-02-26 16:00","2019-02-26 13:30",2019-02-26 16:00:00
"ER_E_27",15450,49.01895,-96.47991,"2019-02-26 20:00","2019-02-26 17:30",2019-02-26 20:00:00
"ER_E_27",15450,49.01794,-96.48027,"2019-02-27 0:00","2019-02-26 21:30",2019-02-27
"ER_E_27",15450,49.01295,-96.48215,"2019-02-27 2:31","2019-02-27 0:01",2019-02-27 02:31:00
"ER_E_27",15450,49.00955,-96.48094,"2019-02-27 4:00","2019-02-27 1:30",2019-02-27 04:00:00
"ER_E_27",15450,49.00933,-96.48089,"2019-02-27 4:33","2019-02-27 2:03",2019-02-27 04:33:00
"ER_E_27",15450,49.00963,-96.48051,"2019-02-27 8:00","2019-02-27 5:30",2019-02-27 08:00:00
"ER_E_27",15450,49.00982,-96.48115,"2019-02-27 9:27","2019-02-27 6:57",2019-02-27 09:27:00
"ER_E_27",15450,49.00978,-96.481,"2019-02-27 12:00","2019-02-27 9:30",2019-02-27 12:00:00
"ER_E_27",15450,49.00844,-96.48113,"2019-02-27 15:33","2019-02-27 13:03",2019-02-27 15:33:00
"ER_E_27",15450,49.00841,-96.48117,"2019-02-27 16:00","2019-02-27 13:30",2019-02-27 16:00:00
"ER_E_27",15450,49.00856,-96.48176,"2019-02-27 20:00","2019-02-27 17:30",2019-02-27 20:00:00
"ER_E_27",15450,49.0086,-96.48172,"2019-02-27 21:47","2019-02-27 19:17",2019-02-27 21:47:00
"ER_E_27",15450,49.00861,-96.48101,"2019-02-28 0:00","2019-02-27 21:30",2019-02-28
"ER_E_27",15450,49.00903,-96.48109,"2019-02-28 1:36","2019-02-27 23:06",2019-02-28 01:36:00
"ER_E_27",15450,49.009,-96.48112,"2019-02-28 4:00","2019-02-28 1:30",2019-02-28 04:00:00
"ER_E_27",15450,49.00606,-96.47468,"2019-02-28 8:00","2019-02-28 5:30",2019-02-28 08:00:00
"ER_E_27",15450,49.00604,-96.47479,"2019-02-28 9:01","2019-02-28 6:31",2019-02-28 09:01:00
"ER_E_27",15450,49.00604,-96.47487,"2019-02-28 12:00","2019-02-28 9:30",2019-02-28 12:00:00
"ER_E_27",15450,49.00603,-96.47335,"2019-02-28 16:00","2019-02-28 13:30",2019-02-28 16:00:00
"ER_E_27",15450,49.00606,-96.47338,"2019-02-28 16:17","2019-02-28 13:47",2019-02-28 16:17:00
"ER_E_27",15450,49.00655,-96.47301,"2019-02-28 20:00","2019-02-28 17:30",2019-02-28 20:00:00
"ER_E_27",15450,49.00653,-96.47298,"2019-02-28 20:35","2019-02-28 18:05",2019-02-28 20:35:00
"ER_E_27",15450,49.00617,-96.47134,"2019-03-01 0:00","2019-02-28 21:30",2019-03-01
"ER_E_27",15450,49.00598,-96.4714,"2019-03-01 1:39","2019-02-28 23:09",2019-03-01 01:39:00
"ER_E_27",15450,49.00792,-96.47094,"2019-03-01 4:00","2019-03-01 1:30",2019-03-01 04:00:00
"ER_E_27",15450,49.00832,-96.46923,"2019-03-01 5:53","2019-03-01 3:23",2019-03-01 05:53:00
"ER_E_27",15450,49.00833,-96.46923,"2019-03-01 8:00","2019-03-01 5:30",2019-03-01 08:00:00
"ER_E_27",15450,49.01217,-96.4615,"2019-03-01 12:00","2019-03-01 9:30",2019-03-01 12:00:00
"ER_E_27",15450,49.01216,-96.4615,"2019-03-01 12:13","2019-03-01 9:43",2019-03-01 12:13:00
"ER_E_27",15450,49.01177,-96.45566,"2019-03-01 15:51","2019-03-01 13:21",2019-03-01 15:51:00
"ER_E_27",15450,49.01142,-96.45425,"2019-03-01 19:49","2019-03-01 17:19",2019-03-01 19:49:00
"ER_E_27",15450,49.01267,-96.45452,"2019-03-02 0:00","2019-03-01 21:30",2019-03-02
"ER_E_27",15450,49.01174,-96.4629,"2019-03-02 2:35","2019-03-02 0:05",2019-03-02 02:35:00
"ER_E_27",15450,49.01168,-96.46107,"2019-03-02 4:00","2019-03-02 1:30",2019-03-02 04:00:00
"ER_E_27",15450,49.01163,-96.46151,"2019-03-02 5:57","2019-03-02 3:27",2019-03-02 05:57:00
"ER_E_27",15450,49.01165,-96.46149,"2019-03-02 8:00","2019-03-02 5:30",2019-03-02 08:00:00
"ER_E_27",15450,49.01192,-96.4615,"2019-03-02 12:00","2019-03-02 9:30",2019-03-02 12:00:00
"ER_E_27",15450,49.0095,-96.46638,"2019-03-02 16:00","2019-03-02 13:30",2019-03-02 16:00:00
"ER_E_27",15450,49.00904,-96.46709,"2019-03-02 18:02","2019-03-02 15:32",2019-03-02 18:02:00
"ER_E_27",15450,49.00922,-96.46723,"2019-03-02 20:00","2019-03-02 17:30",2019-03-02 20:00:00
"ER_E_27",15450,49.00772,-96.46709,"2019-03-03 0:00","2019-03-02 21:30",2019-03-03
"ER_E_27",15450,49.00797,-96.46648,"2019-03-03 2:39","2019-03-03 0:09",2019-03-03 02:39:00
"ER_E_27",15450,49.00794,-96.46665,"2019-03-03 4:00","2019-03-03 1:30",2019-03-03 04:00:00
"ER_E_27",15450,49.00875,-96.4648,"2019-03-03 8:00","2019-03-03 5:30",2019-03-03 08:00:00
"ER_E_27",15450,49.01161,-96.46085,"2019-03-03 12:00","2019-03-03 9:30",2019-03-03 12:00:00
"ER_E_27",15450,49.01179,-96.45669,"2019-03-03 13:43","2019-03-03 11:13",2019-03-03 13:43:00
"ER_E_27",15450,49.01165,-96.45658,"2019-03-03 16:00","2019-03-03 13:30",2019-03-03 16:00:00
"ER_E_27",15450,49.01266,-96.45493,"2019-03-03 19:07","2019-03-03 16:37",2019-03-03 19:07:00
"ER_E_27",15450,49.01279,-96.45487,"2019-03-03 20:00","2019-03-03 17:30",2019-03-03 20:00:00
"ER_E_27",15450,49.01266,-96.45488,"2019-03-03 22:15","2019-03-03 19:45",2019-03-03 22:15:00
"ER_E_27",15450,49.01269,-96.45495,"2019-03-04 0:00","2019-03-03 21:30",2019-03-04
"ER_E_27",15450,49.01216,-96.4615,"2019-03-04 4:00","2019-03-04 1:30",2019-03-04 04:00:00
"ER_E_27",15450,49.01143,-96.46217,"2019-03-04 8:00","2019-03-04 5:30",2019-03-04 08:00:00
"ER_E_27",15450,49.01145,-96.4622,"2019-03-04 8:22","2019-03-04 5:52",2019-03-04 08:22:00
"ER_E_27",15450,49.01132,-96.46213,"2019-03-04 12:00","2019-03-04 9:30",2019-03-04 12:00:00
"ER_E_27",15450,49.01095,-96.46594,"2019-03-04 16:00","2019-03-04 13:30",2019-03-04 16:00:00
"ER_E_27",15450,49.01095,-96.46596,"2019-03-04 16:19","2019-03-04 13:49",2019-03-04 16:19:00
"ER_E_27",15450,49.01047,-96.46658,"2019-03-04 20:00","2019-03-04 17:30",2019-03-04 20:00:00
"ER_E_27",15450,49.01048,-96.46661,"2019-03-04 20:42","2019-03-04 18:12",2019-03-04 20:42:00
"ER_E_27",15450,49.01095,-96.46561,"2019-03-05 0:00","2019-03-04 21:30",2019-03-05
"ER_E_27",15450,49.01164,-96.46036,"2019-03-05 3:33","2019-03-05 1:03",2019-03-05 03:33:00
"ER_E_27",15450,49.01162,-96.46035,"2019-03-05 4:00","2019-03-05 1:30",2019-03-05 04:00:00
"ER_E_27",15450,49.01184,-96.46212,"2019-03-05 8:00","2019-03-05 5:30",2019-03-05 08:00:00
"ER_E_27",15450,49.01224,-96.46088,"2019-03-05 12:00","2019-03-05 9:30",2019-03-05 12:00:00
"ER_E_27",15450,49.01073,-96.45562,"2019-03-05 15:33","2019-03-05 13:03",2019-03-05 15:33:00
"ER_E_27",15450,49.01074,-96.45559,"2019-03-05 16:00","2019-03-05 13:30",2019-03-05 16:00:00
"ER_E_27",15450,49.01017,-96.45535,"2019-03-05 20:00","2019-03-05 17:30",2019-03-05 20:00:00
"ER_E_27",15450,49.01016,-96.45544,"2019-03-05 22:18","2019-03-05 19:48",2019-03-05 22:18:00
"ER_E_27",15450,49.01006,-96.4568,"2019-03-06 0:00","2019-03-05 21:30",2019-03-06
"ER_E_27",15450,49.01156,-96.4601,"2019-03-06 3:02","2019-03-06 0:32",2019-03-06 03:02:00
"ER_E_27",15450,49.0116,-96.46011,"2019-03-06 4:00","2019-03-06 1:30",2019-03-06 04:00:00
"ER_E_27",15450,49.01111,-96.4615,"2019-03-06 6:35","2019-03-06 4:05",2019-03-06 06:35:00
"ER_E_27",15450,49.01113,-96.46148,"2019-03-06 8:00","2019-03-06 5:30",2019-03-06 08:00:00
"ER_E_27",15450,49.01163,-96.46016,"2019-03-06 11:03","2019-03-06 8:33",2019-03-06 11:03:00
"ER_E_27",15450,49.01165,-96.46017,"2019-03-06 12:00","2019-03-06 9:30",2019-03-06 12:00:00
"ER_E_27",15450,49.0123,-96.454,"2019-03-06 16:00","2019-03-06 13:30",2019-03-06 16:00:00
"ER_E_27",15450,49.01282,-96.45503,"2019-03-06 20:00","2019-03-06 17:30",2019-03-06 20:00:00
"ER_E_27",15450,49.01295,-96.45503,"2019-03-06 23:13","2019-03-06 20:43",2019-03-06 23:13:00
"ER_E_27",15450,49.01292,-96.45502,"2019-03-07 0:00","2019-03-06 21:30",2019-03-07
"ER_E_27",15450,49.01147,-96.46108,"2019-03-07 3:57","2019-03-07 1:27",2019-03-07 03:57:00
"ER_E_27",15450,49.01113,-96.46142,"2019-03-07 7:14","2019-03-07 4:44",2019-03-07 07:14:00
"ER_E_27",15450,49.01154,-96.46087,"2019-03-07 10:43","2019-03-07 8:13",2019-03-07 10:43:00
"ER_E_27",15450,49.01158,-96.46087,"2019-03-07 12:00","2019-03-07 9:30",2019-03-07 12:00:00
"ER_E_27",15450,49.00908,-96.46707,"2019-03-07 15:57","2019-03-07 13:27",2019-03-07 15:57:00
"ER_E_27",15450,49.00877,-96.4706,"2019-03-07 20:00","2019-03-07 17:30",2019-03-07 20:00:00
"ER_E_27",15450,49.00875,-96.4706,"2019-03-07 20:40","2019-03-07 18:10",2019-03-07 20:40:00
"ER_E_27",15450,49.00706,-96.47588,"2019-03-08 0:00","2019-03-07 21:30",2019-03-08
"ER_E_27",15450,48.99068,-96.49535,"2019-03-08 4:00","2019-03-08 1:30",2019-03-08 04:00:00
"ER_E_27",15450,48.99075,-96.4954,"2019-03-08 6:12","2019-03-08 3:42",2019-03-08 06:12:00
"ER_E_27",15450,48.99082,-96.49539,"2019-03-08 8:00","2019-03-08 5:30",2019-03-08 08:00:00
"ER_E_27",15450,48.99083,-96.49558,"2019-03-08 10:36","2019-03-08 8:06",2019-03-08 10:36:00
"ER_E_27",15450,48.99164,-96.49138,"2019-03-08 15:15","2019-03-08 12:45",2019-03-08 15:15:00
"ER_E_27",15450,48.99159,-96.49139,"2019-03-08 16:00","2019-03-08 13:30",2019-03-08 16:00:00
"ER_E_27",15450,48.99123,-96.49164,"2019-03-08 19:54","2019-03-08 17:24",2019-03-08 19:54:00
"ER_E_27",15450,48.99054,-96.49596,"2019-03-09 0:57","2019-03-08 22:27",2019-03-09 00:57:00
"ER_E_27",15450,48.9906,-96.49558,"2019-03-09 4:00","2019-03-09 1:30",2019-03-09 04:00:00
"ER_E_27",15450,48.99083,-96.4957,"2019-03-09 7:13","2019-03-09 4:43",2019-03-09 07:13:00
"ER_E_27",15450,48.9906,-96.49592,"2019-03-09 10:56","2019-03-09 8:26",2019-03-09 10:56:00
"ER_E_27",15450,48.99057,-96.49591,"2019-03-09 12:00","2019-03-09 9:30",2019-03-09 12:00:00
"ER_E_27",15450,48.99934,-96.52324,"2019-03-09 16:00","2019-03-09 13:30",2019-03-09 16:00:00
"ER_E_27",15450,48.99936,-96.52324,"2019-03-09 16:56","2019-03-09 14:26",2019-03-09 16:56:00
"ER_E_27",15450,49.00188,-96.52299,"2019-03-09 20:00","2019-03-09 17:30",2019-03-09 20:00:00
"ER_E_27",15450,49.00252,-96.5252,"2019-03-09 21:34","2019-03-09 19:04",2019-03-09 21:34:00
"ER_E_27",15450,49.00018,-96.5277,"2019-03-10 0:00","2019-03-09 21:30",2019-03-10
"ER_E_27",15450,48.99072,-96.52926,"2019-03-10 3:04","2019-03-10 0:34",2019-03-10 03:04:00
"ER_E_27",15450,48.99069,-96.52926,"2019-03-10 4:00","2019-03-10 1:30",2019-03-10 04:00:00
"ER_E_27",15450,48.98506,-96.51593,"2019-03-10 8:00","2019-03-10 5:30",2019-03-10 08:00:00
"ER_E_27",15450,48.98545,-96.51386,"2019-03-10 12:00","2019-03-10 9:30",2019-03-10 12:00:00
"ER_E_27",15450,48.9851,-96.51133,"2019-03-10 16:00","2019-03-10 13:30",2019-03-10 16:00:00
"ER_E_27",15450,48.98505,-96.51125,"2019-03-10 16:35","2019-03-10 14:05",2019-03-10 16:35:00
"ER_E_27",15450,48.98592,-96.51098,"2019-03-10 20:00","2019-03-10 17:30",2019-03-10 20:00:00
"ER_E_27",15450,48.98607,-96.51104,"2019-03-10 21:44","2019-03-10 19:14",2019-03-10 21:44:00
"ER_E_27",15450,48.98652,-96.51711,"2019-03-11 0:00","2019-03-10 21:30",2019-03-11
"ER_E_27",15450,48.98623,-96.52073,"2019-03-11 4:00","2019-03-11 1:30",2019-03-11 04:00:00
"ER_E_27",15450,48.98703,-96.51899,"2019-03-11 8:00","2019-03-11 5:30",2019-03-11 08:00:00
"ER_E_27",15450,48.98713,-96.51936,"2019-03-11 10:03","2019-03-11 7:33",2019-03-11 10:03:00
"ER_E_27",15450,48.98701,-96.51893,"2019-03-11 12:00","2019-03-11 9:30",2019-03-11 12:00:00
"ER_E_27",15450,48.98564,-96.51324,"2019-03-11 15:33","2019-03-11 13:03",2019-03-11 15:33:00
"ER_E_27",15450,48.98565,-96.51322,"2019-03-11 16:00","2019-03-11 13:30",2019-03-11 16:00:00
"ER_E_27",15450,48.98443,-96.51153,"2019-03-11 20:00","2019-03-11 17:30",2019-03-11 20:00:00
"ER_E_27",15450,48.98448,-96.51111,"2019-03-11 21:12","2019-03-11 18:42",2019-03-11 21:12:00
"ER_E_27",15450,48.98285,-96.50851,"2019-03-12 0:01","2019-03-11 21:31",2019-03-12 00:01:00
"ER_E_27",15450,48.98049,-96.50432,"2019-03-12 2:52","2019-03-12 0:22",2019-03-12 02:52:00
"ER_E_27",15450,48.98051,-96.50427,"2019-03-12 4:00","2019-03-12 1:30",2019-03-12 04:00:00
"ER_E_27",15450,48.98075,-96.50433,"2019-03-12 6:04","2019-03-12 3:34",2019-03-12 06:04:00
"ER_E_27",15450,48.98072,-96.50436,"2019-03-12 8:00","2019-03-12 5:30",2019-03-12 08:00:00
"ER_E_27",15450,48.98075,-96.50431,"2019-03-12 11:18","2019-03-12 8:48",2019-03-12 11:18:00
"ER_E_27",15450,48.98075,-96.5043,"2019-03-12 12:00","2019-03-12 9:30",2019-03-12 12:00:00
"ER_E_27",15450,48.98245,-96.50642,"2019-03-12 15:07","2019-03-12 12:37",2019-03-12 15:07:00
"ER_E_27",15450,48.98245,-96.5065,"2019-03-12 16:00","2019-03-12 13:30",2019-03-12 16:00:00
"ER_E_27",15450,48.98254,-96.50677,"2019-03-12 20:00","2019-03-12 17:30",2019-03-12 20:00:00
"ER_E_27",15450,48.98061,-96.50426,"2019-03-13 0:00","2019-03-12 21:30",2019-03-13
"ER_E_27",15450,48.98039,-96.50434,"2019-03-13 2:32","2019-03-13 0:02",2019-03-13 02:32:00
"ER_E_27",15450,48.9808,-96.50418,"2019-03-13 6:00","2019-03-13 3:30",2019-03-13 06:00:00
"ER_E_27",15450,48.98074,-96.50406,"2019-03-13 10:00","2019-03-13 7:30",2019-03-13 10:00:00
"ER_E_27",15450,48.98197,-96.50628,"2019-03-13 14:00","2019-03-13 11:30",2019-03-13 14:00:00
"ER_E_27",15450,48.98389,-96.50796,"2019-03-13 18:00","2019-03-13 15:30",2019-03-13 18:00:00
"ER_E_27",15450,48.98483,-96.50894,"2019-03-13 22:00","2019-03-13 19:30",2019-03-13 22:00:00
"ER_E_27",15450,48.98078,-96.50392,"2019-03-14 2:00","2019-03-13 23:30",2019-03-14 02:00:00
"ER_E_27",15450,48.98057,-96.50417,"2019-03-14 6:00","2019-03-14 3:30",2019-03-14 06:00:00
"ER_E_27",15450,48.98423,-96.50553,"2019-03-14 10:00","2019-03-14 7:30",2019-03-14 10:00:00
"ER_E_27",15450,48.98597,-96.51013,"2019-03-14 14:00","2019-03-14 11:30",2019-03-14 14:00:00
"ER_E_27",15450,48.98584,-96.51111,"2019-03-14 18:00","2019-03-14 15:30",2019-03-14 18:00:00
"ER_E_27",15450,48.9857,-96.51095,"2019-03-14 22:00","2019-03-14 19:30",2019-03-14 22:00:00
"ER_E_27",15450,48.98062,-96.50426,"2019-03-15 2:00","2019-03-14 23:30",2019-03-15 02:00:00
"ER_E_27",15450,48.98056,-96.5042,"2019-03-15 6:00","2019-03-15 3:30",2019-03-15 06:00:00
"ER_E_27",15450,48.98051,-96.5042,"2019-03-15 10:00","2019-03-15 7:30",2019-03-15 10:00:00
"ER_E_27",15450,48.98447,-96.50944,"2019-03-15 14:00","2019-03-15 11:30",2019-03-15 14:00:00
"ER_E_27",15450,48.98541,-96.50999,"2019-03-15 18:00","2019-03-15 15:30",2019-03-15 18:00:00
"ER_E_27",15450,48.98528,-96.51014,"2019-03-15 22:00","2019-03-15 19:30",2019-03-15 22:00:00
"ER_E_27",15450,48.98054,-96.50417,"2019-03-16 2:00","2019-03-15 23:30",2019-03-16 02:00:00
"ER_E_27",15450,48.98048,-96.50416,"2019-03-16 6:00","2019-03-16 3:30",2019-03-16 06:00:00
"ER_E_27",15450,48.9806,-96.50426,"2019-03-16 10:00","2019-03-16 7:30",2019-03-16 10:00:00
"ER_E_27",15450,48.98244,-96.50637,"2019-03-16 14:00","2019-03-16 11:30",2019-03-16 14:00:00
"ER_E_27",15450,48.98366,-96.50782,"2019-03-16 18:00","2019-03-16 15:30",2019-03-16 18:00:00
"ER_E_27",15450,48.98403,-96.50622,"2019-03-16 22:00","2019-03-16 19:30",2019-03-16 22:00:00
"ER_E_27",15450,48.98058,-96.5042,"2019-03-17 2:00","2019-03-16 23:30",2019-03-17 02:00:00
"ER_E_27",15450,48.9804,-96.50418,"2019-03-17 6:00","2019-03-17 3:30",2019-03-17 06:00:00
"ER_E_27",15450,48.98052,-96.50411,"2019-03-17 10:00","2019-03-17 7:30",2019-03-17 10:00:00
"ER_E_27",15450,48.98221,-96.50655,"2019-03-17 14:00","2019-03-17 11:30",2019-03-17 14:00:00
"ER_E_27",15450,48.9839,-96.50997,"2019-03-17 18:00","2019-03-17 15:30",2019-03-17 18:00:00
"ER_E_27",15450,48.98354,-96.51065,"2019-03-17 22:00","2019-03-17 19:30",2019-03-17 22:00:00
"ER_E_27",15450,48.98064,-96.5043,"2019-03-18 2:00","2019-03-17 23:30",2019-03-18 02:00:00
"ER_E_27",15450,48.98048,-96.50414,"2019-03-18 6:00","2019-03-18 3:30",2019-03-18 06:00:00
"ER_E_27",15450,48.98054,-96.50414,"2019-03-18 10:00","2019-03-18 7:30",2019-03-18 10:00:00
"ER_E_27",15450,48.96966,-96.50002,"2019-03-18 14:00","2019-03-18 11:30",2019-03-18 14:00:00
"ER_E_27",15450,48.96968,-96.49989,"2019-03-18 18:00","2019-03-18 15:30",2019-03-18 18:00:00
"ER_E_27",15450,48.96921,-96.49956,"2019-03-18 22:00","2019-03-18 19:30",2019-03-18 22:00:00
"ER_E_27",15450,48.98058,-96.50417,"2019-03-19 2:00","2019-03-18 23:30",2019-03-19 02:00:00
"ER_E_27",15450,48.98058,-96.5042,"2019-03-19 6:00","2019-03-19 3:30",2019-03-19 06:00:00
"ER_E_27",15450,48.9807,-96.50386,"2019-03-19 10:00","2019-03-19 7:30",2019-03-19 10:00:00
"ER_E_27",15450,48.98421,-96.50921,"2019-03-19 14:00","2019-03-19 11:30",2019-03-19 14:00:00
"ER_E_27",15450,48.9848,-96.50992,"2019-03-19 18:00","2019-03-19 15:30",2019-03-19 18:00:00
"ER_E_27",15450,48.98421,-96.51053,"2019-03-19 22:00","2019-03-19 19:30",2019-03-19 22:00:00
"ER_E_27",15450,48.98074,-96.50395,"2019-03-20 2:00","2019-03-19 23:30",2019-03-20 02:00:00
"ER_E_27",15450,48.98063,-96.50421,"2019-03-20 6:00","2019-03-20 3:30",2019-03-20 06:00:00
"ER_E_27",15450,49.00789,-96.52341,"2019-03-20 10:00","2019-03-20 7:30",2019-03-20 10:00:00
"ER_E_27",15450,49.01346,-96.51962,"2019-03-20 14:00","2019-03-20 11:30",2019-03-20 14:00:00
"ER_E_27",15450,49.0155,-96.52132,"2019-03-20 18:00","2019-03-20 15:30",2019-03-20 18:00:00
"ER_E_27",15450,49.01903,-96.52291,"2019-03-20 22:00","2019-03-20 19:30",2019-03-20 22:00:00
"ER_E_27",15450,49.02723,-96.52928,"2019-03-21 2:00","2019-03-20 23:30",2019-03-21 02:00:00
"ER_E_27",15450,49.02274,-96.52819,"2019-03-21 6:00","2019-03-21 3:30",2019-03-21 06:00:00
"ER_E_27",15450,49.02173,-96.52566,"2019-03-21 10:00","2019-03-21 7:30",2019-03-21 10:00:00
"ER_E_27",15450,49.01965,-96.52404,"2019-03-21 14:00","2019-03-21 11:30",2019-03-21 14:00:00
"ER_E_27",15450,49.02076,-96.52594,"2019-03-21 18:00","2019-03-21 15:30",2019-03-21 18:00:00
"ER_E_27",15450,49.02204,-96.52912,"2019-03-21 22:00","2019-03-21 19:30",2019-03-21 22:00:00
"ER_E_27",15450,49.02808,-96.53563,"2019-03-22 2:00","2019-03-21 23:30",2019-03-22 02:00:00
"ER_E_27",15450,49.02708,-96.53545,"2019-03-22 6:01","2019-03-22 3:31",2019-03-22 06:01:00
"ER_E_27",15450,49.02672,-96.53526,"2019-03-22 10:00","2019-03-22 7:30",2019-03-22 10:00:00
"ER_E_27",15450,49.02516,-96.53444,"2019-03-22 14:00","2019-03-22 11:30",2019-03-22 14:00:00
"ER_E_27",15450,49.02514,-96.53443,"2019-03-22 18:00","2019-03-22 15:30",2019-03-22 18:00:00
"ER_E_27",15450,49.02427,-96.53389,"2019-03-22 22:00","2019-03-22 19:30",2019-03-22 22:00:00
"ER_E_27",15450,49.01919,-96.52303,"2019-03-23 2:00","2019-03-22 23:30",2019-03-23 02:00:00
"ER_E_27",15450,49.01904,-96.52313,"2019-03-23 6:00","2019-03-23 3:30",2019-03-23 06:00:00
"ER_E_27",15450,49.0181,-96.51985,"2019-03-23 10:00","2019-03-23 7:30",2019-03-23 10:00:00
"ER_E_27",15450,49.01837,-96.5187,"2019-03-23 14:00","2019-03-23 11:30",2019-03-23 14:00:00
"ER_E_27",15450,49.01828,-96.51767,"2019-03-23 18:00","2019-03-23 15:30",2019-03-23 18:00:00
"ER_E_27",15450,49.00158,-96.51314,"2019-03-23 22:00","2019-03-23 19:30",2019-03-23 22:00:00
"ER_E_27",15450,48.99063,-96.49556,"2019-03-24 2:00","2019-03-23 23:30",2019-03-24 02:00:00
"ER_E_27",15450,48.99064,-96.4954,"2019-03-24 6:00","2019-03-24 3:30",2019-03-24 06:00:00
"ER_E_27",15450,48.99375,-96.4936,"2019-03-24 10:00","2019-03-24 7:30",2019-03-24 10:00:00
"ER_E_27",15450,49.00842,-96.47438,"2019-03-24 14:01","2019-03-24 11:31",2019-03-24 14:01:00
"ER_E_27",15450,49.00914,-96.46666,"2019-03-24 18:00","2019-03-24 15:30",2019-03-24 18:00:00
"ER_E_27",15450,49.01263,-96.45129,"2019-03-24 22:00","2019-03-24 19:30",2019-03-24 22:00:00
"ER_E_27",15450,49.01572,-96.42652,"2019-03-25 2:00","2019-03-24 23:30",2019-03-25 02:00:00
"ER_E_27",15450,49.02266,-96.41692,"2019-03-25 6:00","2019-03-25 3:30",2019-03-25 06:00:00
"ER_E_27",15450,49.0229,-96.41715,"2019-03-25 10:00","2019-03-25 7:30",2019-03-25 10:00:00
"ER_E_27",15450,49.02632,-96.41826,"2019-03-25 14:00","2019-03-25 11:30",2019-03-25 14:00:00
"ER_E_27",15450,49.02613,-96.42228,"2019-03-25 18:00","2019-03-25 15:30",2019-03-25 18:00:00
"ER_E_27",15450,49.02487,-96.44141,"2019-03-25 22:00","2019-03-25 19:30",2019-03-25 22:00:00
"ER_E_27",15450,49.02492,-96.46159,"2019-03-26 2:00","2019-03-25 23:30",2019-03-26 02:00:00
"ER_E_27",15450,49.02409,-96.46021,"2019-03-26 6:00","2019-03-26 3:30",2019-03-26 06:00:00
"ER_E_27",15450,49.02279,-96.45174,"2019-03-26 10:00","2019-03-26 7:30",2019-03-26 10:00:00
"ER_E_27",15450,49.0242,-96.45431,"2019-03-26 14:00","2019-03-26 11:30",2019-03-26 14:00:00
"ER_E_27",15450,49.02416,-96.45466,"2019-03-26 18:00","2019-03-26 15:30",2019-03-26 18:00:00
"ER_E_27",15450,49.02496,-96.45143,"2019-03-26 22:00","2019-03-26 19:30",2019-03-26 22:00:00
"ER_E_27",15450,49.02381,-96.43505,"2019-03-27 2:00","2019-03-26 23:30",2019-03-27 02:00:00
"ER_E_27",15450,49.02345,-96.43481,"2019-03-27 6:00","2019-03-27 3:30",2019-03-27 06:00:00
"ER_E_27",15450,49.02342,-96.43484,"2019-03-27 10:00","2019-03-27 7:30",2019-03-27 10:00:00
"ER_E_27",15450,49.02204,-96.43372,"2019-03-27 14:00","2019-03-27 11:30",2019-03-27 14:00:00
"ER_E_27",15450,49.02211,-96.4254,"2019-03-27 18:00","2019-03-27 15:30",2019-03-27 18:00:00
"ER_E_27",15450,49.02596,-96.42515,"2019-03-27 22:00","2019-03-27 19:30",2019-03-27 22:00:00
"ER_E_27",15450,49.02506,-96.43089,"2019-03-28 2:00","2019-03-27 23:30",2019-03-28 02:00:00
"ER_E_27",15450,49.02392,-96.43526,"2019-03-28 6:00","2019-03-28 3:30",2019-03-28 06:00:00
"ER_E_27",15450,49.02389,-96.43542,"2019-03-28 10:00","2019-03-28 7:30",2019-03-28 10:00:00
"ER_E_27",15450,49.02477,-96.42413,"2019-03-28 14:00","2019-03-28 11:30",2019-03-28 14:00:00
"ER_E_27",15450,49.02456,-96.42425,"2019-03-28 18:00","2019-03-28 15:30",2019-03-28 18:00:00
"ER_E_27",15450,49.02278,-96.42645,"2019-03-28 22:00","2019-03-28 19:30",2019-03-28 22:00:00
"ER_E_27",15450,49.02189,-96.43376,"2019-03-29 2:00","2019-03-28 23:30",2019-03-29 02:00:00
"ER_E_27",15450,49.02196,-96.4336,"2019-03-29 6:00","2019-03-29 3:30",2019-03-29 06:00:00
"ER_E_27",15450,49.02206,-96.43455,"2019-03-29 10:00","2019-03-29 7:30",2019-03-29 10:00:00
"ER_E_27",15450,49.02232,-96.42063,"2019-03-29 18:00","2019-03-29 15:30",2019-03-29 18:00:00
"ER_E_27",15450,49.02536,-96.42267,"2019-03-29 22:00","2019-03-29 19:30",2019-03-29 22:00:00
"ER_E_27",15450,49.02425,-96.43916,"2019-03-30 2:00","2019-03-29 23:30",2019-03-30 02:00:00
"ER_E_27",15450,49.02387,-96.43897,"2019-03-30 6:00","2019-03-30 3:30",2019-03-30 06:00:00
"ER_E_27",15450,49.02611,-96.44066,"2019-03-30 10:00","2019-03-30 7:30",2019-03-30 10:00:00
